"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","TAVG","WT01","WT03","WT04","WT05","WT06","WT11"
"US1COBO0355","39.99498","-105.474262","2519.5","2013-09-13",,,"2.07",,,,,,,
"US1COBO0355","39.99498","-105.474262","2519.5","2013-09-14",,,"0.04",,,,,,,
"US1COBO0355","39.99498","-105.474262","2519.5","2013-09-15",,,"0.13",,,,,,,
"US1COBO0355","39.99498","-105.474262","2519.5","2013-09-16",,,"1.05",,,,,,,
"US1COBO0355","39.99498","-105.474262","2519.5","2013-09-17",,,"0.01",,,,,,,
"US1COBO0355","39.99498","-105.474262","2519.5","2013-09-18",,,"0.00",,,,,,,
"US1COBO0233","39.973281","-105.427878","2523.1","2013-09-09",,,"0.19",,,,,,,
"US1COBO0233","39.973281","-105.427878","2523.1","2013-09-10",,,"1.01",,,,,,,
"US1COBO0233","39.973281","-105.427878","2523.1","2013-09-11",,,"0.73",,,,,,,
"US1COBO0233","39.973281","-105.427878","2523.1","2013-09-12",,,"2.85",,,,,,,
"US1COBO0233","39.973281","-105.427878","2523.1","2013-09-13",,,"2.31",,,,,,,
"US1COBO0233","39.973281","-105.427878","2523.1","2013-09-14",,,"0.05",,,,,,,
"US1COBO0233","39.973281","-105.427878","2523.1","2013-09-15",,,"0.26",,,,,,,
"US1COBO0233","39.973281","-105.427878","2523.1","2013-09-16",,,"1.13",,,,,,,
"US1COBO0233","39.973281","-105.427878","2523.1","2013-09-17",,,"0.00",,,,,,,
"US1COBO0233","39.973281","-105.427878","2523.1","2013-09-18",,,"0.00",,,,,,,
"US1COBO0354","39.9769111722708","-105.147400572896","1666.6","2013-09-09",,,"0.00",,,,,,,
"US1COBO0354","39.9769111722708","-105.147400572896","1666.6","2013-09-10",,,"0.95",,,,,,,
"US1COBO0354","39.9769111722708","-105.147400572896","1666.6","2013-09-11",,,"0.56",,,,,,,
"US1COBO0354","39.9769111722708","-105.147400572896","1666.6","2013-09-12",,,"3.62",,,,,,,
"US1COBO0354","39.9769111722708","-105.147400572896","1666.6","2013-09-13",,,"2.20",,,,,,,
"US1COBO0354","39.9769111722708","-105.147400572896","1666.6","2013-09-14",,,"0.06",,,,,,,
"US1COBO0354","39.9769111722708","-105.147400572896","1666.6","2013-09-16",,,"1.37",,,,,,,
"US1COBO0354","39.9769111722708","-105.147400572896","1666.6","2013-09-17",,,"0.00",,,,,,,
"US1COBO0354","39.9769111722708","-105.147400572896","1666.6","2013-09-18",,,"0.00",,,,,,,
"US1COBO0009","40.0311","-105.2883","1663.0","2013-09-09",,,"0.00",,,,,,,
"US1COBO0009","40.0311","-105.2883","1663.0","2013-09-10",,,"0.90",,,,,,,
"US1COBO0009","40.0311","-105.2883","1663.0","2013-09-11",,,"1.72",,,,,,,
"US1COBO0009","40.0311","-105.2883","1663.0","2013-09-12",,,"8.03",,,,,,,
"US1COBO0009","40.0311","-105.2883","1663.0","2013-09-13",,,"4.36",,,,,,,
"US1COBO0009","40.0311","-105.2883","1663.0","2013-09-14",,,"0.04",,,,,,,
"US1COBO0009","40.0311","-105.2883","1663.0","2013-09-15",,,"0.04",,,,,,,
"US1COBO0009","40.0311","-105.2883","1663.0","2013-09-16",,,"1.68",,,,,,,
"US1COBO0009","40.0311","-105.2883","1663.0","2013-09-17",,,"0.05",,,,,,,
"US1COBO0009","40.0311","-105.2883","1663.0","2013-09-18",,,"0.00",,,,,,,
"US1COBO0008","39.9925","-105.1057","1610.9","2013-09-09",,,"0.00",,,,,,,
"US1COBO0008","39.9925","-105.1057","1610.9","2013-09-10",,,"0.84",,,,,,,
"US1COBO0008","39.9925","-105.1057","1610.9","2013-09-11",,,"0.58",,,,,,,
"US1COBO0008","39.9925","-105.1057","1610.9","2013-09-12",,,"3.40",,,,,,,
"US1COBO0008","39.9925","-105.1057","1610.9","2013-09-13",,,"0.86",,,,,,,
"US1COBO0008","39.9925","-105.1057","1610.9","2013-09-14",,,"0.07",,,,,,,
"US1COBO0008","39.9925","-105.1057","1610.9","2013-09-15",,,"0.42",,,,,,,
"US1COBO0008","39.9925","-105.1057","1610.9","2013-09-16",,,"1.21",,,,,,,
"US1COBO0008","39.9925","-105.1057","1610.9","2013-09-17",,,"0.00",,,,,,,
"US1COBO0008","39.9925","-105.1057","1610.9","2013-09-18",,,"0.00",,,,,,,
"US1COBO0248","40.102041","-105.198728","1573.1","2013-09-09",,,"0.00",,,,,,,
"US1COBO0248","40.102041","-105.198728","1573.1","2013-09-10",,,"0.79",,,,,,,
"US1COBO0248","40.102041","-105.198728","1573.1","2013-09-11",,,"0.55",,,,,,,
"US1COBO0248","40.102041","-105.198728","1573.1","2013-09-12",,,"5.01",,,,,,,
"US1COBO0248","40.102041","-105.198728","1573.1","2013-09-13",,,"1.93",,,,,,,
"US1COBO0248","40.102041","-105.198728","1573.1","2013-09-14",,,"0.08",,,,,,,
"US1COBO0248","40.102041","-105.198728","1573.1","2013-09-15",,,"0.01",,,,,,,
"US1COBO0248","40.102041","-105.198728","1573.1","2013-09-16",,,"1.35",,,,,,,
"US1COBO0248","40.102041","-105.198728","1573.1","2013-09-17",,,"0.11",,,,,,,
"US1COBO0248","40.102041","-105.198728","1573.1","2013-09-18",,,"0.01",,,,,,,
"US1COJF0180","39.906","-105.0571","1615.1","2013-09-09",,,"0.00",,,,,,,
"US1COJF0180","39.906","-105.0571","1615.1","2013-09-10",,,"0.70",,,,,,,
"US1COJF0180","39.906","-105.0571","1615.1","2013-09-11",,,"0.55",,,,,,,
"US1COJF0180","39.906","-105.0571","1615.1","2013-09-12",,,"1.79",,,,,,,
"US1COJF0180","39.906","-105.0571","1615.1","2013-09-13",,,"0.57",,,,,,,
"US1COJF0180","39.906","-105.0571","1615.1","2013-09-14",,,"0.07",,,,,,,
"US1COJF0180","39.906","-105.0571","1615.1","2013-09-15",,,"0.12",,,,,,,
"US1COJF0180","39.906","-105.0571","1615.1","2013-09-16",,,"1.57",,,,,,,
"US1COJF0180","39.906","-105.0571","1615.1","2013-09-17",,,"0.00",,,,,,,
"US1COGL0020","39.9033508300781","-105.462768554688","2664.0","2013-09-09",,,"0.21",,,,,,,
"US1COGL0020","39.9033508300781","-105.462768554688","2664.0","2013-09-10",,,"1.02",,,,,,,
"US1COGL0020","39.9033508300781","-105.462768554688","2664.0","2013-09-11",,,"0.77",,,,,,,
"US1COGL0020","39.9033508300781","-105.462768554688","2664.0","2013-09-12",,,"1.52",,,,,,,
"US1COGL0020","39.9033508300781","-105.462768554688","2664.0","2013-09-13",,,"1.93",,,,,,,
"US1COGL0020","39.9033508300781","-105.462768554688","2664.0","2013-09-14",,,"0.08",,,,,,,
"US1COGL0020","39.9033508300781","-105.462768554688","2664.0","2013-09-15",,,"0.45",,,,,,,
"US1COGL0020","39.9033508300781","-105.462768554688","2664.0","2013-09-16",,,"1.04",,,,,,,
"US1COGL0020","39.9033508300781","-105.462768554688","2664.0","2013-09-17",,,"0.00",,,,,,,
"US1COGL0020","39.9033508300781","-105.462768554688","2664.0","2013-09-18",,,"0.00",,,,,,,
"US1COBO0084","40.1951","-105.1323","1545.0","2013-09-09",,,"0.00",,,,,,,
"US1COBO0084","40.1951","-105.1323","1545.0","2013-09-10",,,"1.17",,,,,,,
"US1COBO0084","40.1951","-105.1323","1545.0","2013-09-11",,,"0.34",,,,,,,
"US1COBO0084","40.1951","-105.1323","1545.0","2013-09-12",,,"1.91",,,,,,,
"US1COBO0084","40.1951","-105.1323","1545.0","2013-09-13",,,"1.15",,,,,,,
"US1COBO0084","40.1951","-105.1323","1545.0","2013-09-14",,,"0.04",,,,,,,
"US1COBO0084","40.1951","-105.1323","1545.0","2013-09-15",,,"0.00",,,,,,,
"US1COBO0084","40.1951","-105.1323","1545.0","2013-09-16",,,"1.52",,,,,,,
"US1COBO0084","40.1951","-105.1323","1545.0","2013-09-17",,,"0.00",,,,,,,
"US1COBO0084","40.1951","-105.1323","1545.0","2013-09-18",,,"0.02",,,,,,,
"US1COBO0083","39.9977","-105.0892","1597.2","2013-09-09",,,"0.00",,,,,,,
"US1COBO0083","39.9977","-105.0892","1597.2","2013-09-10",,,"1.02",,,,,,,
"US1COBO0083","39.9977","-105.0892","1597.2","2013-09-11",,,"0.57",,,,,,,
"US1COBO0083","39.9977","-105.0892","1597.2","2013-09-12",,,"3.21",,,,,,,
"US1COBO0083","39.9977","-105.0892","1597.2","2013-09-16","    4","2.71",,,,,,,,
"US1COBO0243","39.957167","-105.1865","1731.0","2013-09-09",,,"0.00",,,,,,,
"US1COBO0243","39.957167","-105.1865","1731.0","2013-09-10",,,"1.62",,,,,,,
"US1COBO0243","39.957167","-105.1865","1731.0","2013-09-11",,,"0.90",,,,,,,
"US1COBO0243","39.957167","-105.1865","1731.0","2013-09-12",,,"4.62",,,,,,,
"US1COBO0243","39.957167","-105.1865","1731.0","2013-09-13",,,"4.77",,,,,,,
"US1COBO0243","39.957167","-105.1865","1731.0","2013-09-14",,,"0.02",,,,,,,
"US1COBO0243","39.957167","-105.1865","1731.0","2013-09-15",,,"0.86",,,,,,,
"US1COBO0243","39.957167","-105.1865","1731.0","2013-09-16",,,"0.78",,,,,,,
"US1COBO0243","39.957167","-105.1865","1731.0","2013-09-17",,,"0.00",,,,,,,
"US1COBO0243","39.957167","-105.1865","1731.0","2013-09-18",,,"0.00",,,,,,,
"US1COBO0120","40.0132","-105.2064","1605.1","2013-09-09",,,"0.00",,,,,,,
"US1COBO0120","40.0132","-105.2064","1605.1","2013-09-10",,,"1.81",,,,,,,
"US1COBO0120","40.0132","-105.2064","1605.1","2013-09-11",,,"0.86",,,,,,,
"US1COBO0120","40.0132","-105.2064","1605.1","2013-09-12",,,"8.67",,,,,,,
"US1COBO0120","40.0132","-105.2064","1605.1","2013-09-13",,,"2.46",,,,,,,
"US1COBO0120","40.0132","-105.2064","1605.1","2013-09-14",,,"0.01",,,,,,,
"US1COBO0120","40.0132","-105.2064","1605.1","2013-09-17","    3","1.62",,,,,,,,
"US1COBO0247","40.002621","-105.471881","2492.0","2013-09-09",,,"0.16",,,,,,,
"US1COBO0247","40.002621","-105.471881","2492.0","2013-09-10",,,"1.00",,,,,,,
"US1COBO0247","40.002621","-105.471881","2492.0","2013-09-11",,,"0.75",,,,,,,
"US1COBO0247","40.002621","-105.471881","2492.0","2013-09-12",,,"2.70",,,,,,,
"US1COBO0247","40.002621","-105.471881","2492.0","2013-09-13",,,"1.97",,,,,,,
"US1COBO0247","40.002621","-105.471881","2492.0","2013-09-14",,,"0.05",,,,,,,
"US1COBO0247","40.002621","-105.471881","2492.0","2013-09-15",,,"0.14",,,,,,,
"US1COBO0247","40.002621","-105.471881","2492.0","2013-09-16",,,"1.00",,,,,,,
"US1COBO0247","40.002621","-105.471881","2492.0","2013-09-17",,,"0.01",,,,,,,
"US1COBO0004","39.9941","-105.2573","1645.0","2013-09-09",,,"0.00",,,,,,,
"US1COBO0004","39.9941","-105.2573","1645.0","2013-09-10",,,"1.23",,,,,,,
"US1COBO0004","39.9941","-105.2573","1645.0","2013-09-11",,,"0.97",,,,,,,
"US1COBO0004","39.9941","-105.2573","1645.0","2013-09-12",,,"7.20",,,,,,,
"US1COBO0004","39.9941","-105.2573","1645.0","2013-09-13",,,"5.30",,,,,,,
"US1COBO0004","39.9941","-105.2573","1645.0","2013-09-14",,,"0.09",,,,,,,
"US1COBO0004","39.9941","-105.2573","1645.0","2013-09-15",,,"0.25",,,,,,,
"US1COBO0004","39.9941","-105.2573","1645.0","2013-09-16",,,"2.03",,,,,,,
"US1COBO0004","39.9941","-105.2573","1645.0","2013-09-17",,,"0.02",,,,,,,
"US1COBO0004","39.9941","-105.2573","1645.0","2013-09-18",,,"0.00",,,,,,,
"US1COBO0002","39.935","-105.0845","1663.9","2013-09-09",,,"0.00",,,,,,,
"US1COBO0002","39.935","-105.0845","1663.9","2013-09-10",,,"0.71",,,,,,,
"US1COBO0002","39.935","-105.0845","1663.9","2013-09-11",,,"0.64",,,,,,,
"US1COBO0002","39.935","-105.0845","1663.9","2013-09-12",,,"1.96",,,,,,,
"US1COBO0002","39.935","-105.0845","1663.9","2013-09-13",,,"0.82",,,,,,,
"US1COBO0002","39.935","-105.0845","1663.9","2013-09-14",,,"0.09",,,,,,,
"US1COBO0002","39.935","-105.0845","1663.9","2013-09-15",,,"0.45",,,,,,,
"US1COBO0002","39.935","-105.0845","1663.9","2013-09-16",,,"1.69",,,,,,,
"US1COBO0002","39.935","-105.0845","1663.9","2013-09-17",,,"0.00",,,,,,,
"US1COBO0002","39.935","-105.0845","1663.9","2013-09-18",,,"0.00",,,,,,,
"US1COJF0057","39.8947","-105.0646","1619.1","2013-09-09",,,"0.00",,,,,,,
"US1COJF0057","39.8947","-105.0646","1619.1","2013-09-10",,,"0.74",,,,,,,
"US1COJF0057","39.8947","-105.0646","1619.1","2013-09-11",,,"0.52",,,,,,,
"US1COJF0057","39.8947","-105.0646","1619.1","2013-09-12",,,"2.00",,,,,,,
"US1COJF0057","39.8947","-105.0646","1619.1","2013-09-13",,,"0.58",,,,,,,
"US1COJF0057","39.8947","-105.0646","1619.1","2013-09-14",,,"0.10",,,,,,,
"US1COJF0057","39.8947","-105.0646","1619.1","2013-09-15",,,"0.08",,,,,,,
"US1COJF0057","39.8947","-105.0646","1619.1","2013-09-17","    2","1.16",,,,,,,,
"USC00055984","39.8988","-105.0133","1648.1","2013-09-09",,,"0.00",,,,,,,
"USC00055984","39.8988","-105.0133","1648.1","2013-09-10",,,"0.77",,,,,,,
"USC00055984","39.8988","-105.0133","1648.1","2013-09-11",,,"0.79",,,,,,,
"USC00055984","39.8988","-105.0133","1648.1","2013-09-12",,,"1.88",,,,,,,
"USC00055984","39.8988","-105.0133","1648.1","2013-09-13",,,"0.81",,,,,,,
"USC00055984","39.8988","-105.0133","1648.1","2013-09-14",,,"0.14",,,,,,,
"USC00055984","39.8988","-105.0133","1648.1","2013-09-15",,,"0.00",,,,,,,
"USC00055984","39.8988","-105.0133","1648.1","2013-09-16",,,"1.02",,,,,,,
"USC00055984","39.8988","-105.0133","1648.1","2013-09-17",,,"0.00",,,,,,,
"USC00055984","39.8988","-105.0133","1648.1","2013-09-18",,,"0.00",,,,,,,
"US1COBO0019","40.0046","-105.1715","1620.0","2013-09-09",,,"0.00",,,,,,,
"US1COBO0019","40.0046","-105.1715","1620.0","2013-09-10",,,"1.42",,,,,,,
"US1COBO0019","40.0046","-105.1715","1620.0","2013-09-11",,,"0.67",,,,,,,
"US1COBO0019","40.0046","-105.1715","1620.0","2013-09-12",,,"5.17",,,,,,,
"US1COBO0019","40.0046","-105.1715","1620.0","2013-09-13",,,"3.15",,,,,,,
"US1COBO0019","40.0046","-105.1715","1620.0","2013-09-14",,,"0.04",,,,,,,
"US1COBO0019","40.0046","-105.1715","1620.0","2013-09-15",,,"0.05",,,,,,,
"US1COBO0019","40.0046","-105.1715","1620.0","2013-09-16",,,"1.45",,,,,,,
"US1COBO0019","40.0046","-105.1715","1620.0","2013-09-17",,,"0.05",,,,,,,
"US1COJF0331","39.88175","-105.390301","2801.7","2013-09-09",,,"0.01",,,,,,,
"US1COJF0331","39.88175","-105.390301","2801.7","2013-09-10",,,"1.13",,,,,,,
"US1COJF0331","39.88175","-105.390301","2801.7","2013-09-11",,,"0.94",,,,,,,
"US1COJF0331","39.88175","-105.390301","2801.7","2013-09-12",,,"2.92",,,,,,,
"US1COJF0331","39.88175","-105.390301","2801.7","2013-09-13",,,"2.75",,,,,,,
"US1COJF0331","39.88175","-105.390301","2801.7","2013-09-14",,,"0.77",,,,,,,
"US1COJF0331","39.88175","-105.390301","2801.7","2013-09-15",,,"0.21",,,,,,,
"US1COJF0331","39.88175","-105.390301","2801.7","2013-09-16",,,"1.22",,,,,,,
"US1COJF0331","39.88175","-105.390301","2801.7","2013-09-17",,,"0.01",,,,,,,
"US1COJF0331","39.88175","-105.390301","2801.7","2013-09-18",,,"0.00",,,,,,,
"US1COBO0018","39.9914","-105.098","1599.9","2013-09-09",,,"0.00",,,,,,,
"US1COBO0018","39.9914","-105.098","1599.9","2013-09-10",,,"0.81",,,,,,,
"US1COBO0018","39.9914","-105.098","1599.9","2013-09-11",,,"0.59",,,,,,,
"US1COBO0018","39.9914","-105.098","1599.9","2013-09-12",,,"3.30",,,,,,,
"US1COBO0018","39.9914","-105.098","1599.9","2013-09-13",,,"0.83",,,,,,,
"US1COBO0018","39.9914","-105.098","1599.9","2013-09-14",,,"0.07",,,,,,,
"US1COBO0018","39.9914","-105.098","1599.9","2013-09-15",,,"0.41",,,,,,,
"US1COBO0018","39.9914","-105.098","1599.9","2013-09-16",,,"1.18",,,,,,,
"US1COBO0018","39.9914","-105.098","1599.9","2013-09-17",,,"0.00",,,,,,,
"US1COBO0018","39.9914","-105.098","1599.9","2013-09-18",,,"0.00",,,,,,,
"US1COBO0092","39.9588","-105.5026","2541.1","2013-09-09",,,"0.83",,,,,,,
"US1COBO0092","39.9588","-105.5026","2541.1","2013-09-10",,,"0.69",,,,,,,
"US1COBO0092","39.9588","-105.5026","2541.1","2013-09-11",,,"2.00",,,,,,,
"US1COBO0092","39.9588","-105.5026","2541.1","2013-09-12",,,"2.15",,,,,,,
"US1COBO0092","39.9588","-105.5026","2541.1","2013-09-13",,,"0.21",,,,,,,
"US1COBO0092","39.9588","-105.5026","2541.1","2013-09-14",,,"0.11",,,,,,,
"US1COBO0092","39.9588","-105.5026","2541.1","2013-09-15","    8",,"1.36",,,,,,,
"US1COGL0015","39.9216","-105.4997","2635.9","2013-09-09",,,"0.09",,,,,,,
"US1COGL0015","39.9216","-105.4997","2635.9","2013-09-10",,,"1.43",,,,,,,
"US1COGL0015","39.9216","-105.4997","2635.9","2013-09-11",,,"0.88",,,,,,,
"US1COGL0015","39.9216","-105.4997","2635.9","2013-09-12",,,"2.05",,,,,,,
"US1COGL0015","39.9216","-105.4997","2635.9","2013-09-13",,,"1.51",,,,,,,
"US1COGL0015","39.9216","-105.4997","2635.9","2013-09-14",,,"0.06",,,,,,,
"US1COGL0015","39.9216","-105.4997","2635.9","2013-09-15",,,"0.39",,,,,,,
"US1COGL0015","39.9216","-105.4997","2635.9","2013-09-16",,,"1.15",,,,,,,
"US1COGL0015","39.9216","-105.4997","2635.9","2013-09-17",,,"0.00",,,,,,,
"US1COGL0015","39.9216","-105.4997","2635.9","2013-09-18",,,"0.00",,,,,,,
"US1COBO0254","40.177776","-105.137842","1540.5","2013-09-09",,,"0.00",,,,,,,
"US1COBO0254","40.177776","-105.137842","1540.5","2013-09-10",,,"1.20",,,,,,,
"US1COBO0254","40.177776","-105.137842","1540.5","2013-09-11",,,"0.30",,,,,,,
"US1COBO0254","40.177776","-105.137842","1540.5","2013-09-12",,,"1.78",,,,,,,
"US1COBO0254","40.177776","-105.137842","1540.5","2013-09-13",,,"1.25",,,,,,,
"US1COBO0254","40.177776","-105.137842","1540.5","2013-09-14",,,"0.03",,,,,,,
"US1COBO0254","40.177776","-105.137842","1540.5","2013-09-15",,,"0.01",,,,,,,
"US1COBO0254","40.177776","-105.137842","1540.5","2013-09-16",,,"1.20",,,,,,,
"US1COBO0254","40.177776","-105.137842","1540.5","2013-09-17",,,"0.03",,,,,,,
"US1COBO0254","40.177776","-105.137842","1540.5","2013-09-18",,,"0.00",,,,,,,
"US1COBO0099","40.1998","-105.1785","1574.9","2013-09-09",,,"0.00",,,,,,,
"US1COBO0099","40.1998","-105.1785","1574.9","2013-09-10",,,"1.01",,,,,,,
"US1COBO0099","40.1998","-105.1785","1574.9","2013-09-11",,,"0.23",,,,,,,
"US1COBO0099","40.1998","-105.1785","1574.9","2013-09-12",,,"1.74",,,,,,,
"US1COBO0099","40.1998","-105.1785","1574.9","2013-09-13",,,"1.43",,,,,,,
"US1COBO0099","40.1998","-105.1785","1574.9","2013-09-14",,,"0.24",,,,,,,
"US1COBO0099","40.1998","-105.1785","1574.9","2013-09-15",,,"0.00",,,,,,,
"US1COBO0099","40.1998","-105.1785","1574.9","2013-09-16",,,"0.88",,,,,,,
"US1COBO0099","40.1998","-105.1785","1574.9","2013-09-17",,,"0.00",,,,,,,
"US1COGL0017","39.90653333","-105.5110667","2681.3","2013-09-09",,,"0.15",,,,,,,
"US1COGL0017","39.90653333","-105.5110667","2681.3","2013-09-10",,,"1.07",,,,,,,
"US1COGL0017","39.90653333","-105.5110667","2681.3","2013-09-11",,,"0.81",,,,,,,
"US1COGL0017","39.90653333","-105.5110667","2681.3","2013-09-12",,,"1.35",,,,,,,
"US1COGL0017","39.90653333","-105.5110667","2681.3","2013-09-13",,,"1.58",,,,,,,
"US1COGL0017","39.90653333","-105.5110667","2681.3","2013-09-14",,,"0.08",,,,,,,
"US1COGL0017","39.90653333","-105.5110667","2681.3","2013-09-15",,,"0.40",,,,,,,
"US1COGL0017","39.90653333","-105.5110667","2681.3","2013-09-16",,,"0.79",,,,,,,
"US1COGL0017","39.90653333","-105.5110667","2681.3","2013-09-17",,,"0.02",,,,,,,
"US1COGL0017","39.90653333","-105.5110667","2681.3","2013-09-18",,,"0.02",,,,,,,
"US1COJF0327","39.831025","-105.122874","1692.2","2013-09-09",,,"0.00",,,,,,,
"US1COJF0327","39.831025","-105.122874","1692.2","2013-09-10",,,"0.66",,,,,,,
"US1COJF0327","39.831025","-105.122874","1692.2","2013-09-11",,,"0.52",,,,,,,
"US1COJF0327","39.831025","-105.122874","1692.2","2013-09-12",,,"2.04",,,,,,,
"US1COJF0327","39.831025","-105.122874","1692.2","2013-09-13",,,"1.01",,,,,,,
"US1COJF0327","39.831025","-105.122874","1692.2","2013-09-14",,,"0.91",,,,,,,
"US1COJF0327","39.831025","-105.122874","1692.2","2013-09-15",,,"0.04",,,,,,,
"US1COJF0327","39.831025","-105.122874","1692.2","2013-09-16",,,"0.54",,,,,,,
"US1COJF0327","39.831025","-105.122874","1692.2","2013-09-17",,,"0.06",,,,,,,
"US1COJF0327","39.831025","-105.122874","1692.2","2013-09-18",,,"0.00",,,,,,,
"US1COBO0014","39.9922","-105.2647","1667.9","2013-09-09",,,"0.00",,,,,,,
"US1COBO0014","39.9922","-105.2647","1667.9","2013-09-10",,,"1.01",,,,,,,
"US1COBO0014","39.9922","-105.2647","1667.9","2013-09-11",,,"1.10",,,,,,,
"US1COBO0014","39.9922","-105.2647","1667.9","2013-09-12",,,"7.30",,,,,,,
"US1COBO0014","39.9922","-105.2647","1667.9","2013-09-13",,,"5.21",,,,,,,
"US1COBO0014","39.9922","-105.2647","1667.9","2013-09-14",,,"0.09",,,,,,,
"US1COBO0014","39.9922","-105.2647","1667.9","2013-09-15",,,"0.41",,,,,,,
"US1COBO0014","39.9922","-105.2647","1667.9","2013-09-16",,,"2.01",,,,,,,
"US1COBO0014","39.9922","-105.2647","1667.9","2013-09-17",,,"0.01",,,,,,,
"US1COBO0014","39.9922","-105.2647","1667.9","2013-09-18",,,"0.00",,,,,,,
"US1COBO0135","39.9873","-105.1703","1681.0","2013-09-09",,,"0.00",,,,,,,
"US1COBO0135","39.9873","-105.1703","1681.0","2013-09-10",,,"1.39",,,,,,,
"US1COBO0135","39.9873","-105.1703","1681.0","2013-09-11",,,"0.85",,,,,,,
"US1COBO0135","39.9873","-105.1703","1681.0","2013-09-12",,,"5.38",,,,,,,
"US1COBO0135","39.9873","-105.1703","1681.0","2013-09-13",,,"3.40",,,,,,,
"US1COBO0135","39.9873","-105.1703","1681.0","2013-09-14",,,"0.11",,,,,,,
"US1COBO0135","39.9873","-105.1703","1681.0","2013-09-15",,,"0.06",,,,,,,
"US1COBO0135","39.9873","-105.1703","1681.0","2013-09-16",,,"1.42",,,,,,,
"US1COBO0135","39.9873","-105.1703","1681.0","2013-09-17",,,"0.05",,,,,,,
"US1COBO0135","39.9873","-105.1703","1681.0","2013-09-18",,,"0.00",,,,,,,
